Model,Engine Size(L),Cylinders,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Fuel Type Factor,Aerodynamic Proxy,City_Hwy_Diff,Make_ALFA ROMEO,Make_ASTON MARTIN,Make_AUDI,Make_BENTLEY,Make_BMW,Make_BUICK,Make_CADILLAC,Make_CHEVROLET,Make_CHRYSLER,Make_DODGE,Make_FIAT,Make_FORD,Make_GENESIS,Make_GMC,Make_HONDA,Make_HYUNDAI,Make_INFINITI,Make_JAGUAR,Make_JEEP,Make_KIA,Make_LAMBORGHINI,Make_LAND ROVER,Make_LEXUS,Make_LINCOLN,Make_MAHINDRA,Make_MARUTI SUZUKI,Make_MASERATI,Make_MAZDA,Make_MERCEDES-BENZ,Make_MINI,Make_MITSUBISHI,Make_NISSAN,Make_PORSCHE,Make_RAM,Make_ROLLS-ROYCE,Make_SCION,Make_SMART,Make_SUBARU,Make_TOYOTA,Make_VOLKSWAGEN,Make_VOLVO,Vehicle Class_FULL-SIZE,Vehicle Class_MID-SIZE,Vehicle Class_MINICOMPACT,Vehicle Class_MINIVAN,Vehicle Class_PICKUP TRUCK - SMALL,Vehicle Class_PICKUP TRUCK - STANDARD,Vehicle Class_SPECIAL PURPOSE VEHICLE,Vehicle Class_STATION WAGON - MID-SIZE,Vehicle Class_STATION WAGON - SMALL,Vehicle Class_SUBCOMPACT,Vehicle Class_SUV - SMALL,Vehicle Class_SUV - STANDARD,Vehicle Class_TWO-SEATER,Vehicle Class_VAN - CARGO,Vehicle Class_VAN - PASSENGER,Transmission_A4,Transmission_A5,Transmission_A6,Transmission_A7,Transmission_A8,Transmission_A9,Transmission_AM5,Transmission_AM6,Transmission_AS10,Transmission_AS4,Transmission_AS5,Transmission_AS6,Transmission_AS7,Transmission_AS8,Transmission_AS9,Transmission_AV,Fuel Type_Electric,Fuel Type_Hybrid,Fuel Type_Petrol
650i xDRIVE GRAN COUPE,0.829559917816262,1.2343078688152522,0.5360262442421415,0.20495658078622747,0.44384824931970157,-0.5283158069805413,292,0.31728441213690983,0.20495658078622747,0.9199065028455363,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
740Li xDRIVE,-0.21068540782327144,0.13662147215234835,-0.28612411748443606,-0.5164878891108176,-0.36687962188498907,0.17037310598517982,238,0.31728441213690983,-0.5164878891108176,0.1147361489376654,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
750i xDRIVE,0.829559917816262,1.2343078688152522,0.2717636279728848,-0.06558509542516432,0.1618559462919829,-0.388578024387397,273,0.31728441213690983,-0.06558509542516432,0.7186139143685691,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
750Li xDRIVE,0.829559917816262,1.2343078688152522,0.5360262442421415,0.20495658078622747,0.44384824931970157,-0.5283158069805413,292,0.31728441213690983,0.20495658078622747,0.9199065028455363,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
ALPINA B6 xDRIVE GRAN COUPE,0.829559917816262,1.2343078688152522,0.5360262442421415,0.20495658078622747,0.44384824931970157,-0.5283158069805413,292,0.31728441213690983,0.20495658078622747,0.9199065028455363,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
ALPINA B7 xDRIVE,0.829559917816262,1.2343078688152522,0.5360262442421415,0.20495658078622747,0.44384824931970157,-0.5283158069805413,292,0.31728441213690983,0.20495658078622747,0.9199065028455363,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
M240i CABRIOLET,-0.21068540782327144,0.13662147215234835,-0.5210242208348871,-0.6517587272165135,-0.5783738491557777,0.31011088857832403,224,0.31728441213690983,-0.6517587272165135,-0.22075149852394826,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
M240i COUPE,-0.21068540782327144,0.13662147215234835,-0.5210242208348871,-0.6517587272165135,-0.5783738491557777,0.31011088857832403,224,0.31728441213690983,-0.6517587272165135,-0.22075149852394826,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
M240i xDRIVE CABRIOLET,-0.21068540782327144,0.13662147215234835,-0.4329366820784678,-0.6517587272165135,-0.5078757733988477,0.31011088857832403,228,0.31728441213690983,-0.6517587272165135,-0.019458910046979944,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
M240i xDRIVE COUPE,-0.21068540782327144,0.13662147215234835,-0.4329366820784678,-0.6517587272165135,-0.5078757733988477,0.31011088857832403,228,0.31728441213690983,-0.6517587272165135,-0.019458910046979944,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
M760i xDRIVE,2.4642311438212423,3.42968066214106,1.416901631806332,1.196942726894665,1.3603232341597862,-1.087266937353118,355,0.31728441213690983,1.196942726894665,1.4566867387841165,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
X1 xDRIVE28i,-0.9537177832800808,-0.9610649245105555,-0.6971992983477251,-0.8321198446907746,-0.7546190385481018,0.5895864537646125,213,0.31728441213690983,-0.8321198446907746,-0.3549465575085936,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
X3 xDRIVE28d,-0.9537177832800808,-0.9610649245105555,-1.2257245308862397,-0.9673906827964709,-1.1423584552112143,1.1485375841371894,211,-1.5960692218643888,-0.9673906827964709,-1.3614094998934327,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
X3 xDRIVE28i,-0.9537177832800808,-0.9610649245105555,-0.5210242208348871,-0.33612677163655613,-0.4373776976419184,0.17037310598517982,233,0.31728441213690983,-0.33612677163655613,-0.6904342049702067,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
X3 xDRIVE35i,-0.21068540782327144,0.13662147215234835,-0.051224014133985515,-0.06558509542516432,-0.049638280978805745,-0.24884024179425282,260,0.31728441213690983,-0.06558509542516432,-0.01945891004698054,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
X4 M40i,-0.21068540782327144,0.13662147215234835,-0.051224014133985515,-0.06558509542516432,-0.049638280978805745,-0.24884024179425282,260,0.31728441213690983,-0.06558509542516432,-0.01945891004698054,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
X4 xDRIVE28i,-0.9537177832800808,-0.9610649245105555,-0.31548663040324226,-0.29103649226799094,-0.33163058400652373,0.030635323392035615,240,0.31728441213690983,-0.29103649226799094,-0.28784902801627005,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
X5 M,0.829559917816262,1.2343078688152522,1.093913989699463,1.2871232856317956,1.1840780447674621,-1.087266937353118,341,0.31728441213690983,1.2871232856317956,0.5844188553839245,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
